trial,trialOnset,leftId,rightId,ratL,ratR,frame,trialOnsetTim,trialSnd1Tim,trialSnd2Tim,trialThinkTime,trialRespTime,trialEnd,choice,choiceTime,primerSound
12.0,216.16229599100006,5.0,1.0,-1.0,-1.0,2.0,0.012040798000271025,1.0568235610003285,1.5580642140002965,3.500673433000429,8.501771238000401,18.002866174000246,-1.0,8.836521055999583,1.0
13.0,234.1670145459998,1.0,6.0,-1.0,-1.0,1.0,0.014493611000034434,1.0538286010000775,1.5551235960001577,3.515140059999794,6.515301215999898,14.01608737000015,-1.0,7.016986921999887,1.0
14.0,248.18724995799994,1.0,6.0,-1.0,-1.0,1.0,0.013861857000392774,1.0519542940000974,1.5531515370003035,3.5130259930001557,8.514037210999959,18.014994941000168,-1.0,8.848803772999872,2.0
15.0,266.2041109040001,5.0,1.0,-1.0,-1.0,1.0,0.013011899000048288,1.0549951419998251,1.5562690279998606,3.5152183320001313,8.515805260999969,18.00036501500017,1.0,8.900791215000027,2.0
16.0,284.2063214740001,5.0,1.0,-1.0,-1.0,2.0,0.013826595999944402,1.0540109159996973,1.5552380049998646,3.5149996529999044,8.516242316999978,18.00035343499985,-1.0,8.934225648999927,2.0
17.0,302.20916502299997,5.0,2.0,-1.0,-1.0,2.0,0.012833965000027092,1.053171766000105,1.5544409019998966,3.5143093199999385,6.514979320999828,14.01626277000014,-1.0,6.917685745000199,1.0
18.0,316.227897534,2.0,6.0,-1.0,-1.0,2.0,0.014564178000000538,1.05436164799994,1.5556318019998798,3.5134881109997878,6.514438519999658,14.015551205000065,1.0,6.866698111000005,2.0
19.0,330.2496601319999,6.0,2.0,-1.0,-1.0,1.0,0.015213449999919249,1.0497934299996814,1.5502093249997415,3.510614841000006,8.511761635999846,18.012393703999805,1.0,8.86303516299995,2.0
20.0,348.2639511029997,2.0,6.0,-1.0,-1.0,1.0,0.013476298000114184,1.0540891900000133,1.5547225740001522,3.5149111579999044,8.516145779999988,18.000709675000053,-1.0,8.91820612499987,2.0
21.0,366.26650704199983,5.0,6.0,-1.0,-1.0,2.0,0.013947144000212575,1.0545611219999955,1.5558418750001692,3.5148072000001775,6.515818528000182,14.01639834000025,1.0,6.901422906999869,1.0
22.0,380.28556155900014,6.0,1.0,-1.0,-1.0,2.0,0.013898401999995258,1.05373981799994,1.5550525359999483,3.5144756039999265,6.51476282800013,14.015873228000146,-1.0,6.933369168999889,1.0
23.0,394.30775866199974,1.0,5.0,-1.0,-1.0,2.0,0.014656559999821184,1.049596221000229,1.5508776540000326,3.5100809840000693,6.510834446999979,14.011997650000012,1.0,6.895830970000134,2.0
24.0,413.33635937400004,5.0,1.0,-1.0,-1.0,1.0,0.012333399999988615,1.0562313039999935,1.557514731000083,3.5008621950000816,7.501499433999925,16.00264723600003,1.0,7.820003400000132,1.0
25.0,429.3416160339998,2.0,5.0,-1.0,-1.0,2.0,0.014336801000354171,1.053616103999957,1.5548705000001064,3.5140373150002233,6.5141644850000375,14.015809690999959,1.0,7.116826933000084,1.0
26.0,443.3600659839999,1.0,6.0,-1.0,-1.0,2.0,0.014528459000302973,1.0524617220003165,1.5537382770003205,3.5131574900001397,7.514620171000388,16.016125452000324,1.0,7.916796798000178,2.0
27.0,459.3789036369999,2.0,5.0,-1.0,-1.0,2.0,0.01411914899972544,1.0527396529996622,1.5540116960000887,3.513813999999911,7.514919903999726,16.015918839999813,1.0,7.9829832320001515,2.0
28.0,475.39644078499987,6.0,1.0,-1.0,-1.0,2.0,0.0125895579999451,1.0544938520001779,1.555747368000084,3.5147686870000143,7.515952121000282,16.000129754000227,-1.0,7.850742578999871,2.0
29.0,491.39927973700014,1.0,2.0,-1.0,-1.0,1.0,0.013992178000080457,1.0530085500004134,1.5542015490000267,3.5139583590002985,6.514722694000284,14.015278987000329,-1.0,6.916920112999833,1.0
30.0,505.41656976800004,2.0,1.0,-1.0,-1.0,1.0,0.013062190000255214,1.0541483690003588,1.5545703550001235,3.5151166310001827,8.516211880000355,18.00043726900003,1.0,8.851997616000062,1.0
31.0,523.4197333319999,6.0,2.0,-1.0,-1.0,1.0,0.014780575999793655,1.0534520719998,1.5547518260000288,3.514250291999815,7.514915396000106,16.01590242600014,1.0,7.932774969000093,1.0
32.0,539.4374467889998,2.0,6.0,-1.0,-1.0,1.0,0.01310646700039797,1.0540980970004057,1.5553739690003567,3.514966347000154,7.515701505000379,16.000028373000077,-1.0,7.884912673000144,1.0
33.0,555.439496299,5.0,2.0,-1.0,-1.0,1.0,0.01352174700014075,1.0538563300001442,1.55516255800012,3.5149823890001244,8.516083408000213,18.000649704999887,1.0,8.900959041000078,2.0
34.0,573.4423006229999,2.0,1.0,-1.0,-1.0,1.0,0.013481929000136006,1.053780079000262,1.5550885620000372,3.5141531170002054,8.514790500000345,18.016490957000315,1.0,8.999800573999892,2.0
35.0,591.4608030119998,6.0,2.0,-1.0,-1.0,2.0,0.012728341000183718,1.0541511080000419,1.5554793780002,3.514427469000111,7.515313449000132,16.016202811000312,-1.0,7.899897480999698,1.0
36.0,612.4946467119998,1.0,2.0,-1.0,-1.0,2.0,0.012090431000160606,1.0554437270002381,1.5566678440000032,3.516341827999895,7.500499758999922,16.001928598000177,1.0,7.986741703999996,2.0
37.0,628.4993400429998,5.0,2.0,-1.0,-1.0,2.0,0.0142021320002641,1.0532412709999335,1.5545648410002286,3.5136944109999604,8.515098018000117,18.01599745800013,-1.0,8.865996694999922,2.0
38.0,646.5181340230001,6.0,1.0,-1.0,-1.0,1.0,0.014826990999608824,1.0529572759996881,1.5540069179996863,3.5138195819999964,6.513838032999956,14.01521084099977,1.0,6.9334326500002135,2.0
39.0,660.538871576,6.0,5.0,-1.0,-1.0,1.0,0.013713013000142382,1.0506313700002465,1.5518602960000862,3.5117126610002742,7.51219806600011,16.013487612000063,1.0,7.846451354999772,2.0
40.0,676.5551546850002,2.0,5.0,-1.0,-1.0,1.0,0.013779173999864724,1.0528024860000187,1.5540860890000658,3.513861764000012,6.514998579999883,14.01551400299968,-1.0,6.949749149000127,2.0
41.0,690.5764093560001,5.0,6.0,-1.0,-1.0,1.0,0.014239527999961865,1.0501190850000057,1.5513263510001707,3.511171432000083,8.512187264000204,18.01304297500019,-1.0,8.880612922000182,2.0
42.0,708.5922497830002,6.0,5.0,-1.0,-1.0,2.0,0.013547562999974616,1.0527964080001766,1.5540568129999883,3.514299578000191,6.5147308680002425,14.015627816000233,-1.0,7.016943251999692,2.0
43.0,722.6148448200001,2.0,1.0,-1.0,-1.0,2.0,0.013786420000087674,1.049258086000009,1.5504962850000084,3.5097432850002406,8.510950152000078,18.011994918000255,-1.0,8.912208113999895,1.0
44.0,740.6296753749998,1.0,2.0,-1.0,-1.0,1.0,0.014336513999751332,1.05219256700002,1.5533702640000229,3.513968291999845,8.514904445999946,18.01595481100003,-1.0,8.950885837999977,2.0
45.0,758.648520324,2.0,1.0,-1.0,-1.0,2.0,0.013965180000013788,1.0529413449999083,1.5541680169999381,3.5138163359997634,7.513993091999964,16.015807010000117,-1.0,8.015925045999666,2.0
46.0,774.6665237309999,1.0,5.0,-1.0,-1.0,1.0,0.012716597999769874,1.0530677799997648,1.5543587439997282,3.514451205000114,8.514328122999814,18.000013495000076,-1.0,8.998969102000046,1.0
47.0,792.6686231379999,1.0,6.0,-1.0,-1.0,2.0,0.014033183999799803,1.054296155999964,1.5555510079998385,3.5147019269998054,6.515579507999973,14.016300486000091,1.0,7.032734283000082,1.0
