trial,trialOnset,leftId,rightId,ratL,ratR,frame,trialOnsetTim,trialSnd1Tim,trialSnd2Tim,trialThinkTime,trialRespTime,trialEnd,choice,choiceTime,primerSound
0.0,111.35900480999999,2.0,5.0,-1.0,-1.0,2.0,0.05311276299994461,1.087018956999941,1.5882582360000015,3.514832579999961,3.5151899420000063,11.015980130999992,1.0,4.616658152000014,1.0
1.0,133.91196017700008,1.0,2.0,-1.0,-1.0,2.0,0.0070876809999163015,1.0536762819999694,1.555117455999948,3.514265029999933,3.514620339999965,10.01615879499991,1.0,4.150039099000082,2.0
2.0,151.46376977700004,2.0,5.0,-1.0,-1.0,1.0,0.052738255000008394,1.087418171999957,1.5886043470000004,3.5149900000000116,3.5153601540000636,12.016084959000068,-1.0,3.833165187000077,1.0
3.0,171.01608778700006,6.0,2.0,-1.0,-1.0,1.0,0.007194105999928979,1.0374957379999614,1.5390089830000306,3.515069500999971,3.5154713859999447,11.015204863000008,-1.0,4.317025115999968,1.0
4.0,189.567826792,1.0,5.0,-1.0,-1.0,2.0,0.006817693000016334,1.0381911319999517,1.538390994999986,3.5152681959999654,3.5156384919999937,11.016903799000033,1.0,4.01728105199993,1.0
5.0,200.585929447,2.0,6.0,-1.0,-1.0,1.0,0.006779280000046128,1.0388389590000315,1.5400492500000382,3.5213582280000537,3.521846508000067,10.01666142800002,-1.0,4.934420159000069,1.0
6.0,230.69368221000002,1.0,2.0,-1.0,-1.0,2.0,0.007268395999972199,1.0673974579999594,1.5686615029999302,3.5114183999999113,3.5117925749999586,10.012206246000005,1.0,5.063807596000061,1.0
7.0,240.7071826250001,2.0,6.0,-1.0,-1.0,2.0,0.006704013000103259,1.0376735950000011,1.5389763450000373,3.515322375000096,3.5156951360000903,12.000893921000056,1.0,3.8010229870000103,1.0
8.0,267.77829726100003,2.0,5.0,-1.0,-1.0,2.0,0.007008624000036434,1.0538588100000652,1.555141907999996,3.5147086389999913,3.5150805829998717,12.015452334999964,1.0,3.766787984999837,2.0
9.0,279.7950835710001,6.0,5.0,-1.0,-1.0,1.0,0.007211531999928411,1.0389799859999584,1.540351001999852,3.5157969259998936,3.516313739999987,10.000647378999929,-1.0,3.7520524040000964,1.0
10.0,308.86614396699997,6.0,5.0,-1.0,-1.0,1.0,0.006901480999886189,1.054254065999885,1.5554965549999906,3.5149480869999934,3.51531894499999,11.016367025999898,-1.0,4.616694929000005,2.0
11.0,331.4189721330001,1.0,5.0,-1.0,-1.0,1.0,0.0071708129999024095,1.0541953760000524,1.555465563000098,3.514736694000021,3.5151050469999063,12.016096945000072,-1.0,3.783576739999944,2.0
12.0,355.9929773680001,1.0,2.0,-1.0,-1.0,1.0,0.007131664999860732,1.0508752779999213,1.5520189339999888,3.5101138909999463,3.510495559999981,11.011899246999974,-1.0,4.446240211000031,1.0
13.0,374.54077945099993,6.0,5.0,-1.0,-1.0,2.0,0.006694542000104775,1.0375199000000066,1.5388493739999376,3.514486322000039,3.514856239999972,12.016220240999928,1.0,3.7997994160000417,1.0
14.0,386.55828361399995,1.0,6.0,-1.0,-1.0,2.0,0.007364885999777471,1.038399188999847,1.5397003569999015,3.505333051999969,3.5058218229999056,10.017147080999848,1.0,3.7667851680000695,2.0
15.0,411.6458834560001,2.0,6.0,-1.0,-1.0,2.0,0.007032556000012846,1.0371060059999309,1.5383748469998864,3.514093442999865,3.5144211469998936,10.015816837999864,-1.0,3.949761184000181,2.0
16.0,444.73299890399994,2.0,1.0,-1.0,-1.0,2.0,0.007413914000153454,1.0710998380000092,1.572335861000056,3.514547567000136,3.514979394999955,12.015871910999977,-1.0,3.7835665889999746,1.0
17.0,456.750485153,6.0,2.0,-1.0,-1.0,1.0,0.0071602630000597856,1.0380506730000434,1.5393029980000392,3.5151599180001085,3.5155339180000738,11.00009351000017,1.0,3.883516729000121,2.0
18.0,472.767013206,6.0,1.0,-1.0,-1.0,2.0,0.0066826620000028925,1.0394758239999646,1.540726611999844,3.500690468999892,3.501063701000021,12.001959930999874,-1.0,4.002730810999992,2.0
19.0,496.30477520499994,5.0,1.0,-1.0,-1.0,1.0,0.007149596999852292,1.0380516839998108,1.5393304099998204,3.5158287169999767,3.5162000660000103,11.000995611000008,1.0,3.801085002000036,1.0
20.0,522.37574737,5.0,2.0,-1.0,-1.0,2.0,0.006899419999854217,1.0373118489999342,1.5386393599999337,3.51436223099995,3.514719991999982,12.016108888999952,-1.0,3.9170790489999945,1.0
21.0,534.3961637710001,1.0,5.0,-1.0,-1.0,1.0,0.007624057999919387,1.0518130769999061,1.5530832999997983,3.512428183999873,3.51279711899997,11.013538287999836,-1.0,3.947461100000055,1.0
22.0,545.411139946,2.0,6.0,-1.0,-1.0,1.0,0.007280983999862656,1.038973502999852,1.5402378179999232,3.5153344919999654,3.515706034999994,10.016422628999862,1.0,4.283976128999939,2.0
23.0,555.429269733,2.0,1.0,-1.0,-1.0,2.0,0.007424965999916822,1.0383671459999277,1.5393437349998749,3.515155133999997,3.5155260189999353,10.016282419999925,-1.0,3.834162358999947,2.0
