,trial,trialOnset,picId,picNum,frame,rating,trialImageOnst,trialRateOnst,trialRatEnd,trialEnd
0,1.0,27.537323039000057,1.0,5.0,2.0,-1.0,0.6162248850000651,-1.0,-1.0,7.529006648999939
1,2.0,35.067524092999975,6.0,5.0,2.0,-1.0,0.5369805400000587,-1.0,-1.0,7.532749138000099
2,3.0,42.6014610499999,6.0,0.0,2.0,2.0,0.5207997909999449,5.6149411339999915,6.998325512000065,11.516942276000009
3,4.0,54.11979440899995,5.0,2.0,1.0,-1.0,0.5368655729998864,-1.0,-1.0,7.533064224999862
4,5.0,61.653978969000036,5.0,6.0,2.0,-1.0,0.6045527460000812,-1.0,-1.0,7.532854981000128
5,6.0,69.18801611799995,1.0,7.0,2.0,-1.0,0.5379753849999815,-1.0,-1.0,7.5332136130000436
6,7.0,76.72547139499989,1.0,4.0,1.0,-1.0,0.5012170099998912,-1.0,-1.0,7.530085676999988
7,8.0,84.25690354999983,1.0,1.0,1.0,4.0,0.5040516250001019,5.6151234250000925,6.647707573999924,11.533036752000044
8,9.0,95.79141549399992,6.0,7.0,2.0,-1.0,0.5373642720001044,-1.0,-1.0,7.53330529699997
9,10.0,103.32597989600004,1.0,5.0,1.0,-1.0,0.6037665329999982,-1.0,-1.0,7.532412107999789
10,11.0,141.89651289099993,1.0,3.0,2.0,-1.0,0.5213177929999802,-1.0,-1.0,7.532442283999899
11,12.0,149.43022906800002,5.0,7.0,2.0,-1.0,0.6050198709999677,-1.0,-1.0,7.533668475000013
12,13.0,156.96534634499994,5.0,2.0,2.0,-1.0,0.604181662999963,-1.0,-1.0,7.533554454000068
13,14.0,185.51904979200003,6.0,7.0,1.0,-1.0,0.6041213529999823,-1.0,-1.0,7.533089175999976
14,15.0,193.05332906399985,5.0,1.0,1.0,2.0,0.5042117919999782,5.614600817999872,7.647221425999987,11.533211156999869
15,16.0,214.60578213300005,1.0,2.0,1.0,-1.0,0.5373986659999446,-1.0,-1.0,7.533051935999993
16,17.0,239.17531374099985,5.0,0.0,1.0,2.0,0.5046908130000247,5.616107963999866,7.248455526000043,11.517322336999996
17,18.0,262.71161511699984,6.0,4.0,2.0,-1.0,0.6045034689998374,-1.0,-1.0,7.532853853999995
18,19.0,270.245604877,6.0,5.0,1.0,-1.0,0.6044672779999019,-1.0,-1.0,7.533407717999808
19,20.0,312.83464022499993,2.0,6.0,1.0,-1.0,0.6036334719999559,-1.0,-1.0,7.532904099000007
20,21.0,348.405103951,6.0,2.0,1.0,-1.0,0.6072638000000552,-1.0,-1.0,7.533410560999982
21,22.0,365.9569145579999,6.0,3.0,1.0,-1.0,0.6047845719999714,-1.0,-1.0,7.533566370000017
22,23.0,373.491718385,2.0,3.0,1.0,-1.0,0.6043792189998385,-1.0,-1.0,7.533373258999973
23,24.0,393.0434893029999,1.0,0.0,1.0,4.0,0.5049288270001853,5.614904000000024,6.215496168000072,11.516937363000125
24,25.0,426.60037518299987,5.0,5.0,1.0,-1.0,0.5021501440000975,-1.0,-1.0,7.530859457000133
25,26.0,434.13259441499986,6.0,1.0,2.0,2.0,0.5202797299998565,5.614478789000032,7.964301169000009,11.53390575100002
26,27.0,455.684929539,2.0,4.0,2.0,-1.0,0.6045556379999653,-1.0,-1.0,7.533194618999914
27,28.0,463.219421111,1.0,7.0,1.0,-1.0,0.6042713100000583,-1.0,-1.0,7.533407370999839
28,29.0,487.7885472359999,1.0,2.0,2.0,-1.0,0.604706465000163,-1.0,-1.0,7.533729315000073
29,30.0,495.323587307,2.0,5.0,1.0,-1.0,0.6038347470000645,-1.0,-1.0,7.532670049999979
30,31.0,524.8940055749999,2.0,7.0,2.0,-1.0,0.5038631569998415,-1.0,-1.0,7.532922071999792
31,32.0,532.428315309,6.0,6.0,1.0,-1.0,0.6037757470000997,-1.0,-1.0,7.532938406000085
