nameId,rat1,rat2,var1,var2,Part
20.0,50.0,1.0,0.0,0.0,0
10.0,29.5,27.0,6.363961030678928,12.727922061357855,0
8.0,10.5,50.0,3.5355339059327378,0.0,0
18.0,50.0,1.0,0.0,0.0,0
6.0,25.5,3.0,34.64823227814083,2.8284271247461903,0
4.0,28.5,20.5,3.5355339059327378,6.363961030678928,0
19.0,8.0,41.0,0.0,12.727922061357855,0
2.0,44.5,1.0,3.5355339059327378,0.0,0
14.0,27.5,23.0,2.1213203435596424,4.242640687119285,0
12.0,40.5,10.0,0.7071067811865476,5.656854249492381,0
5.0,1.0,50.0,0.0,0.0,0
25.0,18.0,26.0,0.0,8.48528137423857,0
32.0,31.0,20.0,1.4142135623730951,0.0,0
21.0,50.0,1.5,0.0,0.7071067811865476,0
16.0,20.0,35.5,11.313708498984761,0.7071067811865476,0
24.0,50.0,25.5,0.0,34.64823227814083,0
7.0,24.5,22.0,0.7071067811865476,4.242640687119285,0
27.0,46.0,11.0,1.4142135623730951,9.899494936611665,0
13.0,38.5,14.0,0.7071067811865476,2.8284271247461903,0
11.0,21.5,26.0,12.020815280171307,15.556349186104045,0
13.0,3.5,47.5,0.7071067811865476,0.7071067811865476,1
11.0,11.5,45.0,6.363961030678928,0.0,1
27.0,34.0,12.0,4.242640687119285,1.4142135623730951,1
7.0,5.0,46.0,0.0,2.8284271247461903,1
19.0,27.0,20.0,7.0710678118654755,0.0,1
8.0,35.5,13.0,3.5355339059327378,4.242640687119285,1
32.0,28.5,20.0,0.7071067811865476,0.0,1
24.0,34.5,14.0,2.1213203435596424,2.8284271247461903,1
5.0,1.0,49.0,0.0,1.4142135623730951,1
3.0,32.0,10.0,0.0,0.0,1
25.0,34.0,12.5,0.0,3.5355339059327378,1
16.0,39.5,6.5,0.7071067811865476,3.5355339059327378,1
17.0,31.5,13.0,2.1213203435596424,1.4142135623730951,1
14.0,32.5,17.0,3.5355339059327378,2.8284271247461903,1
4.0,38.5,7.5,0.7071067811865476,2.1213203435596424,1
21.0,42.0,2.0,1.4142135623730951,1.4142135623730951,1
15.0,34.5,15.5,13.435028842544403,13.435028842544403,1
12.0,32.5,14.0,2.1213203435596424,1.4142135623730951,1
2.0,46.0,4.0,1.4142135623730951,0.0,1
10.0,42.5,6.0,0.7071067811865476,0.0,1
15.0,41.5,8.5,2.1213203435596424,3.5355339059327378,2
5.0,3.5,25.0,3.5355339059327378,33.94112549695428,2
11.0,2.5,25.0,2.1213203435596424,32.526911934581186,2
27.0,21.0,30.0,4.242640687119285,1.4142135623730951,2
19.0,6.5,44.0,2.1213203435596424,1.4142135623730951,2
16.0,33.0,20.0,5.656854249492381,1.4142135623730951,2
14.0,27.0,25.0,1.4142135623730951,2.8284271247461903,2
9.0,24.5,22.5,3.5355339059327378,3.5355339059327378,2
12.0,39.5,11.0,2.1213203435596424,1.4142135623730951,2
7.0,27.0,24.5,2.8284271247461903,2.1213203435596424,2
2.0,33.0,16.0,5.656854249492381,1.4142135623730951,2
17.0,33.0,26.0,7.0710678118654755,5.656854249492381,2
3.0,38.5,12.5,2.1213203435596424,3.5355339059327378,2
32.0,39.0,15.0,0.0,0.0,2
30.0,9.5,40.5,0.7071067811865476,6.363961030678928,2
28.0,25.5,25.0,0.7071067811865476,1.4142135623730951,2
10.0,30.0,20.0,2.8284271247461903,2.8284271247461903,2
4.0,28.5,23.0,2.1213203435596424,1.4142135623730951,2
26.0,27.0,27.0,1.4142135623730951,0.0,2
25.0,9.0,40.0,2.8284271247461903,0.0,2
3.0,21.0,22.5,8.48528137423857,20.506096654409877,3
28.0,38.0,7.5,4.242640687119285,2.1213203435596424,3
4.0,30.5,12.5,9.192388155425117,3.5355339059327378,3
27.0,25.0,3.0,0.0,1.4142135623730951,3
10.0,30.0,8.5,12.727922061357855,4.949747468305833,3
16.0,9.5,34.0,0.7071067811865476,12.727922061357855,3
12.0,50.0,1.0,0.0,0.0,3
7.0,27.0,33.5,1.4142135623730951,0.7071067811865476,3
29.0,1.0,50.0,0.0,0.0,3
20.0,44.0,1.5,0.0,0.7071067811865476,3
32.0,38.0,8.0,7.0710678118654755,0.0,3
18.0,48.5,11.5,2.1213203435596424,14.849242404917497,3
30.0,1.0,50.0,0.0,0.0,3
2.0,24.0,11.0,2.8284271247461903,4.242640687119285,3
1.0,34.0,5.0,2.8284271247461903,2.8284271247461903,3
21.0,34.0,5.5,0.0,2.1213203435596424,3
17.0,26.5,17.0,3.5355339059327378,19.79898987322333,3
5.0,1.0,50.0,0.0,0.0,3
14.0,23.5,39.0,4.949747468305833,11.313708498984761,3
15.0,22.5,16.0,6.363961030678928,2.8284271247461903,3
12.0,47.0,5.0,2.8284271247461903,1.4142135623730951,4
17.0,15.0,39.0,0.0,2.8284271247461903,4
21.0,38.0,6.5,2.8284271247461903,6.363961030678928,4
4.0,29.5,14.5,4.949747468305833,6.363961030678928,4
28.0,34.0,17.5,2.8284271247461903,2.1213203435596424,4
18.0,37.5,17.0,4.949747468305833,0.0,4
5.0,6.5,49.0,3.5355339059327378,0.0,4
20.0,43.5,26.0,0.7071067811865476,21.213203435596427,4
14.0,27.5,40.0,23.33452377915607,1.4142135623730951,4
15.0,32.0,16.0,1.4142135623730951,2.8284271247461903,4
7.0,36.0,25.0,16.97056274847714,8.48528137423857,4
27.0,33.5,24.0,0.7071067811865476,15.556349186104045,4
10.0,44.0,14.0,7.0710678118654755,7.0710678118654755,4
32.0,25.5,23.0,6.363961030678928,5.656854249492381,4
29.0,1.5,49.5,0.7071067811865476,0.7071067811865476,4
1.0,48.5,9.0,0.7071067811865476,0.0,4
16.0,33.0,13.5,1.4142135623730951,6.363961030678928,4
2.0,22.0,37.0,2.8284271247461903,1.4142135623730951,4
3.0,37.0,17.0,2.8284271247461903,1.4142135623730951,4
30.0,20.0,33.5,1.4142135623730951,2.1213203435596424,4
5.0,1.0,50.0,0.0,0.0,5
8.0,34.5,14.0,2.1213203435596424,0.0,5
15.0,9.5,40.5,6.363961030678928,2.1213203435596424,5
29.0,1.0,50.0,0.0,0.0,5
28.0,49.5,1.0,0.7071067811865476,0.0,5
9.0,35.0,18.0,2.8284271247461903,1.4142135623730951,5
12.0,44.5,6.5,3.5355339059327378,6.363961030678928,5
21.0,20.0,32.5,1.4142135623730951,3.5355339059327378,5
16.0,15.0,37.0,1.4142135623730951,5.656854249492381,5
7.0,14.0,35.5,0.0,0.7071067811865476,5
24.0,35.5,12.0,0.7071067811865476,4.242640687119285,5
4.0,15.0,25.0,7.0710678118654755,12.727922061357855,5
6.0,47.5,4.0,0.7071067811865476,1.4142135623730951,5
31.0,2.0,50.0,0.0,0.0,5
18.0,35.0,15.5,2.8284271247461903,7.7781745930520225,5
23.0,48.5,1.0,0.7071067811865476,0.0,5
30.0,15.5,36.0,2.1213203435596424,1.4142135623730951,5
3.0,11.0,35.5,1.4142135623730951,0.7071067811865476,5
20.0,40.0,5.0,2.8284271247461903,2.8284271247461903,5
2.0,39.0,10.5,1.4142135623730951,0.7071067811865476,5
12.0,38.5,8.5,3.5355339059327378,2.1213203435596424,6
18.0,50.0,1.5,0.0,0.7071067811865476,6
32.0,26.0,31.5,11.313708498984761,0.7071067811865476,6
11.0,24.5,17.5,7.7781745930520225,2.1213203435596424,6
5.0,1.0,50.0,0.0,0.0,6
8.0,19.5,41.0,3.5355339059327378,0.0,6
4.0,26.0,26.0,2.8284271247461903,0.0,6
14.0,29.0,21.0,4.242640687119285,2.8284271247461903,6
25.0,25.0,26.0,1.4142135623730951,0.0,6
10.0,33.0,20.0,7.0710678118654755,7.0710678118654755,6
20.0,49.5,1.5,0.7071067811865476,0.7071067811865476,6
2.0,46.5,3.5,2.1213203435596424,0.7071067811865476,6
24.0,46.5,3.0,2.1213203435596424,1.4142135623730951,6
21.0,48.5,5.0,2.1213203435596424,1.4142135623730951,6
27.0,34.5,4.0,4.949747468305833,0.0,6
16.0,9.0,37.0,0.0,5.656854249492381,6
7.0,22.5,28.0,4.949747468305833,4.242640687119285,6
19.0,11.5,34.0,4.949747468305833,5.656854249492381,6
13.0,21.0,17.0,0.0,0.0,6
6.0,50.0,1.0,0.0,0.0,6
14.0,32.0,23.0,2.8284271247461903,1.4142135623730951,7
32.0,37.0,10.5,0.0,3.5355339059327378,7
