nameId,rat1,rat2,var1,var2,Part
30.0,11.5,35.5,2.1213203435596424,2.1213203435596424,7
5.0,1.0,50.0,0.0,0.0,7
31.0,24.5,28.0,0.7071067811865476,0.0,7
16.0,29.0,20.0,2.8284271247461903,1.4142135623730951,7
2.0,36.0,16.5,0.0,4.949747468305833,7
3.0,37.0,12.0,1.4142135623730951,5.656854249492381,7
9.0,26.5,27.5,2.1213203435596424,0.7071067811865476,7
19.0,10.5,38.5,3.5355339059327378,0.7071067811865476,7
12.0,45.5,5.5,2.1213203435596424,0.7071067811865476,7
15.0,38.5,11.0,0.7071067811865476,0.0,7
28.0,29.5,26.0,2.1213203435596424,1.4142135623730951,7
26.0,25.5,26.5,0.7071067811865476,0.7071067811865476,7
7.0,28.0,24.5,0.0,0.7071067811865476,7
11.0,15.0,37.0,2.8284271247461903,1.4142135623730951,7
27.0,27.0,25.5,2.8284271247461903,2.1213203435596424,7
25.0,12.5,38.0,3.5355339059327378,2.8284271247461903,7
4.0,28.5,24.5,0.7071067811865476,3.5355339059327378,7
10.0,27.5,26.5,0.7071067811865476,0.7071067811865476,7
32.0,33.0,16.0,2.8284271247461903,5.656854249492381,8
15.0,36.0,26.5,1.4142135623730951,19.091883092036785,8
29.0,1.5,50.0,0.7071067811865476,0.0,8
28.0,40.5,5.5,0.7071067811865476,0.7071067811865476,8
1.0,39.5,7.0,4.949747468305833,2.8284271247461903,8
5.0,1.5,50.0,0.7071067811865476,0.0,8
18.0,45.0,4.5,2.8284271247461903,0.7071067811865476,8
3.0,27.0,22.0,1.4142135623730951,5.656854249492381,8
7.0,28.5,22.0,0.7071067811865476,9.899494936611665,8
9.0,26.5,22.0,2.1213203435596424,5.656854249492381,8
26.0,28.0,20.0,2.8284271247461903,0.0,8
27.0,37.5,6.5,2.1213203435596424,3.5355339059327378,8
19.0,10.5,35.5,0.7071067811865476,2.1213203435596424,8
12.0,49.5,1.0,0.7071067811865476,0.0,8
16.0,15.0,38.0,2.8284271247461903,4.242640687119285,8
8.0,7.5,43.5,3.5355339059327378,0.7071067811865476,8
4.0,32.5,19.5,7.7781745930520225,0.7071067811865476,8
11.0,10.0,37.5,0.0,3.5355339059327378,8
30.0,11.0,43.0,2.8284271247461903,5.656854249492381,8
10.0,38.0,7.0,2.8284271247461903,0.0,8
