trial,leftId,rightId,ratL,ratR,Frame,endTime,choice,choiceTime
27.0,15.0,32.0,38.0,37.0,2.0,7.0163775910041295,1.0,2.4205027429998154
28.0,14.0,3.0,32.0,37.0,2.0,7.001324008000665,-1.0,2.6873514910112135
29.0,3.0,10.0,37.0,27.0,2.0,7.001639845999307,1.0,2.0875133730005473
30.0,3.0,14.0,37.0,32.0,2.0,7.001827758998843,1.0,2.320614768002997
31.0,27.0,12.0,27.0,45.0,2.0,7.0014174329990055,-1.0,1.8197984689904843
32.0,4.0,9.0,28.0,26.0,2.0,7.001460835002945,1.0,1.5689362550037913
33.0,28.0,11.0,29.0,15.0,2.0,7.001755321995006,1.0,2.2199557190033374
34.0,2.0,12.0,36.0,45.0,2.0,7.00158988100884,-1.0,2.0027244919911027
35.0,15.0,30.0,38.0,11.0,2.0,7.001339543014183,1.0,2.036498222994851
36.0,11.0,19.0,15.0,10.0,2.0,7.000219052002649,1.0,2.6376382439921144
37.0,16.0,5.0,29.0,1.0,2.0,7.000536805993761,1.0,2.4028488699987065
38.0,9.0,10.0,26.0,27.0,2.0,7.0019683630089276,-1.0,1.8856102270074189
39.0,32.0,15.0,37.0,38.0,2.0,7.001671402002103,-1.0,2.635970390008879
40.0,3.0,10.0,37.0,27.0,1.0,7.006022650995874,-1.0,2.2851871640013997
41.0,31.0,32.0,24.0,37.0,1.0,7.001676807994954,1.0,1.6033954479935346
42.0,28.0,4.0,29.0,28.0,1.0,7.001581828997587,1.0,2.0192826830025297
43.0,11.0,19.0,15.0,10.0,1.0,7.00132523899083,-1.0,2.602828774994123
44.0,2.0,26.0,36.0,25.0,1.0,7.0167347460082965,-1.0,2.652614585007541
45.0,31.0,25.0,24.0,12.0,1.0,7.001518399003544,-1.0,2.488205667003058
46.0,4.0,9.0,28.0,26.0,1.0,7.001826441002777,1.0,2.3717712110083085
47.0,32.0,15.0,37.0,38.0,1.0,7.0012176080053905,1.0,2.0367900209967047
48.0,26.0,2.0,25.0,36.0,1.0,7.0011095009977,-1.0,3.6707101479987614
49.0,32.0,31.0,37.0,24.0,1.0,7.001623206990189,-1.0,2.0876613840082427
50.0,12.0,2.0,45.0,36.0,1.0,7.000681421006448,-1.0,1.720178786010365
51.0,15.0,30.0,38.0,11.0,1.0,7.001900571005535,-1.0,2.002804257994285
52.0,30.0,26.0,11.0,25.0,1.0,7.001625470002182,1.0,2.1699458619987126
53.0,4.0,28.0,28.0,29.0,1.0,7.0163519519992406,-1.0,2.3027031940000597
54.0,14.0,19.0,32.0,10.0,1.0,7.0016525050014025,-1.0,1.4188681920059025
55.0,30.0,15.0,11.0,38.0,1.0,7.001973382997676,1.0,1.9208659069990972
56.0,14.0,3.0,32.0,37.0,1.0,7.000826988005429,1.0,1.6215969210024923
57.0,10.0,9.0,27.0,26.0,1.0,7.001843385005486,-1.0,1.7372125620022416
58.0,7.0,25.0,28.0,12.0,1.0,7.001641896000365,-1.0,1.769136400995194
59.0,27.0,12.0,27.0,45.0,1.0,7.001216810007463,1.0,1.8034043020015815
60.0,5.0,27.0,1.0,27.0,2.0,7.012971208008821,-1.0,2.0524269360030303
61.0,31.0,25.0,24.0,12.0,2.0,7.0148573180049425,1.0,1.7197068139939802
62.0,7.0,25.0,28.0,12.0,2.0,7.001463061009417,1.0,1.7365953580010682
63.0,30.0,26.0,11.0,25.0,2.0,7.0011280800099485,-1.0,1.5019789500074694
64.0,32.0,31.0,37.0,24.0,2.0,7.0019316139951115,1.0,1.8197839690110413
65.0,28.0,4.0,29.0,28.0,2.0,7.015492924008868,1.0,2.052526362997014
66.0,27.0,5.0,27.0,1.0,2.0,7.001824623992434,1.0,2.204064234989346
67.0,5.0,16.0,1.0,29.0,2.0,7.001413867008523,-1.0,1.6202858089964138
68.0,2.0,26.0,36.0,25.0,2.0,7.001169940995169,1.0,2.1030119770002784
69.0,7.0,16.0,28.0,29.0,2.0,7.001838816999225,-1.0,2.7032963480014587
70.0,25.0,31.0,12.0,24.0,2.0,7.001456511992728,-1.0,2.035481578001054
71.0,25.0,7.0,12.0,28.0,2.0,7.001953653001692,-1.0,1.4858234270068351
72.0,10.0,3.0,27.0,37.0,2.0,7.001151841002866,-1.0,2.5532617720018607
73.0,26.0,2.0,25.0,36.0,2.0,7.000545046990737,-1.0,3.052583869997761
74.0,11.0,28.0,15.0,29.0,2.0,7.001948755001649,-1.0,2.4366651969903614
75.0,19.0,11.0,10.0,15.0,2.0,7.001403568996466,-1.0,2.3533729429909727
76.0,9.0,4.0,26.0,28.0,2.0,7.002002441993682,-1.0,1.7698156400001608
77.0,16.0,7.0,29.0,28.0,2.0,7.000606891990174,1.0,1.9023458949959604
78.0,26.0,30.0,25.0,11.0,2.0,7.000663964994601,1.0,2.5353655299986713
79.0,30.0,15.0,11.0,38.0,2.0,7.001624577998882,-1.0,1.7536352669994812
