trial,leftId,rightId,ratL,ratR,Frame,endTime,choice,choiceTime
21.0,10.0,8.0,33.0,19.0,2.0,7.0141436440026155,1.0,1.0159679389980738
22.0,4.0,21.0,26.0,48.0,2.0,7.014905425996403,-1.0,1.5329377930029295
23.0,6.0,32.0,50.0,26.0,2.0,7.014215650000551,1.0,1.8669621149965678
24.0,11.0,24.0,24.0,46.0,2.0,7.0145273800008,-1.0,1.3185010899978806
25.0,19.0,13.0,11.0,21.0,2.0,7.013403416000074,-1.0,1.383194846996048
26.0,16.0,5.0,9.0,1.0,2.0,7.014674373000162,1.0,1.1674489119977807
27.0,18.0,16.0,50.0,9.0,2.0,7.014794693001022,1.0,1.7666432629994233
28.0,16.0,18.0,9.0,50.0,2.0,7.014211782996426,-1.0,1.500093413000286
29.0,14.0,7.0,29.0,22.0,2.0,7.014654106002126,1.0,1.5846358250055346
30.0,5.0,16.0,1.0,9.0,2.0,7.0140088879998075,1.0,1.4347742409954662
31.0,12.0,21.0,38.0,48.0,2.0,7.014627369004302,-1.0,1.7839557170009357
32.0,5.0,12.0,1.0,38.0,2.0,7.014366342998983,-1.0,1.5845778709990554
33.0,13.0,2.0,21.0,46.0,2.0,7.013984035998874,-1.0,2.2171919040047214
34.0,20.0,27.0,49.0,34.0,2.0,7.014498757998808,1.0,1.7508659939994686
35.0,24.0,11.0,46.0,24.0,2.0,7.014383796995389,1.0,1.1668921949967626
36.0,4.0,32.0,26.0,26.0,2.0,7.013872447998438,-1.0,1.5173937610015855
37.0,25.0,20.0,25.0,49.0,2.0,7.014562115997251,-1.0,2.5500042640051106
38.0,18.0,14.0,50.0,29.0,2.0,7.01397868499771,1.0,1.8997771620051935
39.0,2.0,10.0,46.0,33.0,2.0,7.014645133000158,1.0,1.3328880979970563
40.0,20.0,27.0,49.0,34.0,1.0,7.016494718998729,-1.0,1.9677774779993342
41.0,27.0,20.0,34.0,49.0,1.0,7.013876919998438,1.0,2.183427504001884
42.0,25.0,7.0,25.0,22.0,1.0,7.014808380001341,1.0,2.850150999998732
43.0,12.0,5.0,38.0,1.0,1.0,7.014317826004117,-1.0,1.166710379999131
44.0,6.0,24.0,50.0,46.0,1.0,7.013972607994219,-1.0,1.6996532090051915
45.0,4.0,32.0,26.0,26.0,1.0,7.015389643005619,1.0,1.5002324899978703
46.0,24.0,6.0,46.0,50.0,1.0,7.0128664570002,1.0,1.5172250289979274
47.0,7.0,25.0,22.0,25.0,1.0,7.013928323001892,-1.0,1.6668659700007993
48.0,11.0,8.0,24.0,19.0,1.0,7.014480710000498,-1.0,1.8670138740053517
49.0,27.0,19.0,34.0,11.0,1.0,7.015332527997089,-1.0,1.2495485809995444
50.0,2.0,13.0,46.0,21.0,1.0,7.014345144998515,-1.0,1.2517105220031226
51.0,25.0,20.0,25.0,49.0,1.0,7.013936258998001,1.0,2.5512254389977898
52.0,4.0,21.0,26.0,48.0,1.0,7.013769041004707,1.0,1.3504599850057275
53.0,6.0,32.0,50.0,26.0,1.0,7.014782693004236,-1.0,1.3172740809968673
54.0,5.0,16.0,1.0,9.0,1.0,7.0145523980027065,1.0,1.5841029709990835
55.0,7.0,14.0,22.0,29.0,1.0,7.014721034000104,-1.0,1.8181675099986023
56.0,16.0,5.0,9.0,1.0,1.0,7.013498314998287,-1.0,1.1503241309983423
57.0,8.0,11.0,19.0,24.0,1.0,7.013770427998679,1.0,1.8679782420003903
58.0,32.0,4.0,26.0,26.0,1.0,7.015546214002825,-1.0,2.1016070589976152
59.0,21.0,4.0,48.0,26.0,1.0,7.012875827000244,-1.0,1.1000598399987211
60.0,8.0,10.0,19.0,33.0,2.0,7.0008608369971626,-1.0,1.5838472949981224
61.0,32.0,4.0,26.0,26.0,2.0,7.013966829996207,-1.0,1.834718297002837
62.0,6.0,24.0,50.0,46.0,2.0,7.014224008002202,1.0,1.9012056089995895
63.0,27.0,20.0,34.0,49.0,2.0,7.013625387000502,-1.0,2.0170690109953284
64.0,19.0,27.0,11.0,34.0,2.0,7.014781874997425,-1.0,1.2676178220062866
65.0,11.0,8.0,24.0,19.0,2.0,7.013858502003131,-1.0,1.5846452260011574
66.0,7.0,25.0,22.0,25.0,2.0,7.013952973000414,1.0,1.7002879659994505
67.0,32.0,6.0,26.0,50.0,2.0,7.01433262500359,1.0,1.6857308499966166
68.0,13.0,19.0,21.0,11.0,2.0,7.014081218003412,1.0,1.1010417950019473
69.0,2.0,13.0,46.0,21.0,2.0,7.014104390000284,1.0,2.285296711997944
70.0,21.0,4.0,48.0,26.0,2.0,7.01399434999621,1.0,2.216584182002407
71.0,8.0,11.0,19.0,24.0,2.0,7.014097896993917,-1.0,1.5834911990023102
72.0,20.0,25.0,49.0,25.0,2.0,7.014164211002935,1.0,1.783860650997667
73.0,14.0,18.0,29.0,50.0,2.0,7.014146465000522,-1.0,2.8994606960040983
74.0,12.0,5.0,38.0,1.0,2.0,7.013789529999485,1.0,0.9175471920025302
75.0,27.0,19.0,34.0,11.0,2.0,7.0140214299972286,1.0,1.9176961819975986
76.0,24.0,6.0,46.0,50.0,2.0,7.014399389998289,-1.0,2.066647514999204
77.0,25.0,7.0,25.0,22.0,2.0,7.01475037199998,-1.0,1.5335951170054614
78.0,21.0,12.0,48.0,38.0,2.0,7.01462920299673,1.0,1.2845243249976193
79.0,10.0,2.0,33.0,46.0,2.0,7.081538899001316,,
