trial,leftId,rightId,ratL,ratR,Frame,endTime,choice,choiceTime
70.0,7.0,27.0,28.0,37.0,2.0,7.000985799008049,-1.0,1.718954964002478
71.0,12.0,29.0,49.0,1.0,2.0,7.001858695002738,1.0,1.5869703959906474
72.0,19.0,7.0,10.0,28.0,2.0,7.001266982988454,-1.0,1.820064066996565
73.0,11.0,29.0,10.0,1.0,2.0,7.001308146005613,1.0,1.2360142170073232
74.0,10.0,18.0,38.0,45.0,2.0,7.001805008010706,-1.0,1.702018935000524
75.0,27.0,7.0,37.0,28.0,2.0,7.001793140996597,1.0,1.6033642900001723
76.0,18.0,10.0,45.0,38.0,2.0,7.016647222000756,-1.0,2.6359832150046714
77.0,3.0,9.0,27.0,26.0,2.0,7.000957529002335,1.0,1.4356974139955128
78.0,1.0,8.0,39.0,7.0,2.0,7.001498276003986,1.0,1.9537082629976794
79.0,5.0,10.0,1.0,38.0,2.0,7.001917950998177,-1.0,1.3194839700008743
